ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.rendimiento7v2	rendimiento7v2	1590614746705	 	3.3.1
REQUEST	667		ShowShelters	1590614796026	1590614796029	OK	 
USER	rendimiento7v2	2419	START	1590614796036	1590614796036
REQUEST	2118		Login	1590614796036	1590614796037	OK	 
REQUEST	1518		Logged	1590614796036	1590614796037	OK	 
REQUEST	2118		request_2	1590614796037	1590614796038	OK	 
REQUEST	2419		Home	1590614796037	1590614796039	OK	 
REQUEST	1518		Logged Redirect 1	1590614796037	1590614796039	OK	 
REQUEST	668		ShowShelters	1590614796046	1590614796049	OK	 
USER	rendimiento7v2	2420	START	1590614796056	1590614796056
REQUEST	2119		Login	1590614796056	1590614796057	OK	 
REQUEST	1519		Logged	1590614796056	1590614796057	OK	 
REQUEST	2119		request_2	1590614796057	1590614796057	OK	 
REQUEST	2420		Home	1590614796057	1590614796058	OK	 
REQUEST	1519		Logged Redirect 1	1590614796057	1590614796058	OK	 
REQUEST	669		ShowShelters	1590614796066	1590614796068	OK	 
USER	rendimiento7v2	2421	START	1590614796076	1590614796076
REQUEST	2120		Login	1590614796076	1590614796077	OK	 
REQUEST	2120		request_2	1590614796077	1590614796078	OK	 
REQUEST	1520		Logged	1590614796076	1590614796078	OK	 
REQUEST	2421		Home	1590614796077	1590614796078	OK	 
REQUEST	1520		Logged Redirect 1	1590614796078	1590614796079	OK	 
REQUEST	670		ShowShelters	1590614796086	1590614796089	OK	 
USER	rendimiento7v2	2422	START	1590614796096	1590614796096
REQUEST	2121		Login	1590614796096	1590614796097	OK	 
REQUEST	1521		Logged	1590614796096	1590614796097	OK	 
REQUEST	2121		request_2	1590614796097	1590614796098	OK	 
REQUEST	2422		Home	1590614796097	1590614796099	OK	 
REQUEST	1521		Logged Redirect 1	1590614796097	1590614796099	OK	 
REQUEST	671		ShowShelters	1590614796096	1590614796100	OK	 
USER	rendimiento7v2	2423	START	1590614796116	1590614796116
REQUEST	2122		Login	1590614796116	1590614796117	OK	 
REQUEST	1522		Logged	1590614796116	1590614796117	OK	 
REQUEST	2122		request_2	1590614796117	1590614796118	OK	 
REQUEST	2423		Home	1590614796117	1590614796119	OK	 
REQUEST	1522		Logged Redirect 1	1590614796117	1590614796119	OK	 
REQUEST	672		ShowShelters	1590614796116	1590614796119	OK	 
USER	rendimiento7v2	2424	START	1590614796136	1590614796136
REQUEST	2123		Login	1590614796136	1590614796137	OK	 
REQUEST	1523		Logged	1590614796136	1590614796138	OK	 
REQUEST	2123		request_2	1590614796138	1590614796138	OK	 
REQUEST	2424		Home	1590614796137	1590614796138	OK	 
REQUEST	673		ShowShelters	1590614796136	1590614796139	OK	 
REQUEST	1523		Logged Redirect 1	1590614796138	1590614796139	OK	 
USER	rendimiento7v2	2425	START	1590614796156	1590614796156
REQUEST	2124		Login	1590614796156	1590614796157	OK	 
REQUEST	1524		Logged	1590614796156	1590614796158	OK	 
REQUEST	2124		request_2	1590614796158	1590614796158	OK	 
REQUEST	2425		Home	1590614796157	1590614796159	OK	 
REQUEST	1524		Logged Redirect 1	1590614796158	1590614796159	OK	 
REQUEST	674		ShowShelters	1590614796156	1590614796159	OK	 
USER	rendimiento7v2	2426	START	1590614796176	1590614796176
REQUEST	2125		Login	1590614796176	1590614796177	OK	 
REQUEST	1525		Logged	1590614796176	1590614796178	OK	 
REQUEST	2125		request_2	1590614796177	1590614796178	OK	 
REQUEST	1525		Logged Redirect 1	1590614796178	1590614796179	OK	 
REQUEST	2426		Home	1590614796177	1590614796179	OK	 
REQUEST	675		ShowShelters	1590614796176	1590614796179	OK	 
USER	rendimiento7v2	2427	START	1590614796196	1590614796196
REQUEST	2126		Login	1590614796196	1590614796197	OK	 
REQUEST	2126		request_2	1590614796197	1590614796198	OK	 
REQUEST	1526		Logged	1590614796196	1590614796198	OK	 
REQUEST	2427		Home	1590614796197	1590614796198	OK	 
REQUEST	1526		Logged Redirect 1	1590614796198	1590614796199	OK	 
REQUEST	676		ShowShelters	1590614796196	1590614796199	OK	 
USER	rendimiento7v2	2428	START	1590614796216	1590614796216
REQUEST	1527		Logged	1590614796216	1590614796218	OK	 
REQUEST	2428		Home	1590614796217	1590614796218	OK	 
REQUEST	677		ShowShelters	1590614796216	1590614796219	OK	 
REQUEST	1527		Logged Redirect 1	1590614796218	1590614796219	OK	 
REQUEST	2127		Login	1590614796226	1590614796227	OK	 
REQUEST	2127		request_2	1590614796227	1590614796227	OK	 
USER	rendimiento7v2	2429	START	1590614796236	1590614796236
REQUEST	2128		Login	1590614796236	1590614796237	OK	 
REQUEST	1528		Logged	1590614796236	1590614796238	OK	 
REQUEST	2128		request_2	1590614796237	1590614796238	OK	 
REQUEST	2429		Home	1590614796237	1590614796238	OK	 
REQUEST	678		ShowShelters	1590614796236	1590614796239	OK	 
REQUEST	1528		Logged Redirect 1	1590614796238	1590614796239	OK	 
USER	rendimiento7v2	2430	START	1590614796256	1590614796256
REQUEST	2129		Login	1590614796256	1590614796257	OK	 
REQUEST	1529		Logged	1590614796256	1590614796257	OK	 
REQUEST	2129		request_2	1590614796257	1590614796258	OK	 
REQUEST	1529		Logged Redirect 1	1590614796258	1590614796259	OK	 
REQUEST	679		ShowShelters	1590614796256	1590614796259	OK	 
REQUEST	2430		Home	1590614796257	1590614796259	OK	 
USER	rendimiento7v2	2431	START	1590614796276	1590614796276
REQUEST	2130		Login	1590614796276	1590614796277	OK	 
REQUEST	2130		request_2	1590614796277	1590614796278	OK	 
REQUEST	680		ShowShelters	1590614796276	1590614796279	OK	 
REQUEST	2431		Home	1590614796277	1590614796279	OK	 
REQUEST	1530		Logged	1590614796286	1590614796287	OK	 
REQUEST	1530		Logged Redirect 1	1590614796287	1590614796288	OK	 
USER	rendimiento7v2	2432	START	1590614796296	1590614796296
REQUEST	2131		Login	1590614796296	1590614796297	OK	 
REQUEST	2131		request_2	1590614796297	1590614796298	OK	 
REQUEST	2432		Home	1590614796297	1590614796298	OK	 
REQUEST	681		ShowShelters	1590614796296	1590614796299	OK	 
REQUEST	1531		Logged	1590614796307	1590614796307	OK	 
REQUEST	1531		Logged Redirect 1	1590614796307	1590614796308	OK	 
USER	rendimiento7v2	2433	START	1590614796317	1590614796317
REQUEST	2132		Login	1590614796317	1590614796317	OK	 
REQUEST	2132		request_2	1590614796317	1590614796317	OK	 
REQUEST	2433		Home	1590614796317	1590614796319	OK	 
REQUEST	682		ShowShelters	1590614796317	1590614796319	OK	 
REQUEST	1532		Logged	1590614796327	1590614796327	OK	 
REQUEST	1532		Logged Redirect 1	1590614796327	1590614796328	OK	 
USER	rendimiento7v2	2434	START	1590614796337	1590614796337
REQUEST	2133		Login	1590614796337	1590614796337	OK	 
REQUEST	2133		request_2	1590614796337	1590614796338	OK	 
REQUEST	2434		Home	1590614796337	1590614796339	OK	 
REQUEST	683		ShowShelters	1590614796337	1590614796339	OK	 
REQUEST	1533		Logged	1590614796347	1590614796347	OK	 
REQUEST	1533		Logged Redirect 1	1590614796347	1590614796348	OK	 
USER	rendimiento7v2	2435	START	1590614796357	1590614796357
REQUEST	2134		Login	1590614796357	1590614796357	OK	 
REQUEST	2134		request_2	1590614796357	1590614796358	OK	 
REQUEST	2435		Home	1590614796357	1590614796359	OK	 
REQUEST	684		ShowShelters	1590614796357	1590614796359	OK	 
REQUEST	1534		Logged	1590614796367	1590614796367	OK	 
REQUEST	1534		Logged Redirect 1	1590614796367	1590614796368	OK	 
USER	rendimiento7v2	2436	START	1590614796377	1590614796377
REQUEST	2135		Login	1590614796377	1590614796377	OK	 
REQUEST	2135		request_2	1590614796378	1590614796378	OK	 
REQUEST	2436		Home	1590614796377	1590614796379	OK	 
REQUEST	685		ShowShelters	1590614796377	1590614796379	OK	 
REQUEST	1535		Logged	1590614796387	1590614796387	OK	 
REQUEST	1535		Logged Redirect 1	1590614796387	1590614796388	OK	 
USER	rendimiento7v2	2437	START	1590614796397	1590614796397
REQUEST	2136		Login	1590614796397	1590614796397	OK	 
REQUEST	2136		request_2	1590614796397	1590614796398	OK	 
REQUEST	2437		Home	1590614796397	1590614796399	OK	 
REQUEST	686		ShowShelters	1590614796397	1590614796399	OK	 
REQUEST	1536		Logged	1590614796407	1590614796407	OK	 
REQUEST	1536		Logged Redirect 1	1590614796407	1590614796409	OK	 
USER	rendimiento7v2	2438	START	1590614796418	1590614796418
REQUEST	2137		Login	1590614796418	1590614796418	OK	 
REQUEST	1537		Logged	1590614796418	1590614796418	OK	 
REQUEST	2137		request_2	1590614796418	1590614796419	OK	 
REQUEST	2438		Home	1590614796418	1590614796420	OK	 
REQUEST	1537		Logged Redirect 1	1590614796419	1590614796420	OK	 
REQUEST	687		ShowShelters	1590614796418	1590614796420	OK	 
USER	rendimiento7v2	2439	START	1590614796438	1590614796438
REQUEST	2138		Login	1590614796438	1590614796438	OK	 
REQUEST	2138		request_2	1590614796438	1590614796439	OK	 
REQUEST	1538		Logged	1590614796438	1590614796439	OK	 
REQUEST	2439		Home	1590614796438	1590614796439	OK	 
REQUEST	1538		Logged Redirect 1	1590614796439	1590614796440	OK	 
REQUEST	688		ShowShelters	1590614796438	1590614796441	OK	 
USER	rendimiento7v2	2440	START	1590614796458	1590614796458
REQUEST	2139		Login	1590614796458	1590614796458	OK	 
REQUEST	1539		Logged	1590614796458	1590614796459	OK	 
REQUEST	2139		request_2	1590614796458	1590614796459	OK	 
REQUEST	1539		Logged Redirect 1	1590614796459	1590614796460	OK	 
REQUEST	689		ShowShelters	1590614796458	1590614796460	OK	 
REQUEST	2440		Home	1590614796458	1590614796461	OK	 
USER	rendimiento7v2	2441	START	1590614796479	1590614796479
REQUEST	2140		Login	1590614796479	1590614796479	OK	 
REQUEST	2140		request_2	1590614796479	1590614796480	OK	 
REQUEST	2441		Home	1590614796479	1590614796480	OK	 
REQUEST	690		ShowShelters	1590614796479	1590614796481	OK	 
REQUEST	1540		Logged	1590614796489	1590614796489	OK	 
REQUEST	1540		Logged Redirect 1	1590614796489	1590614796490	OK	 
USER	rendimiento7v2	2442	START	1590614796499	1590614796499
REQUEST	2141		Login	1590614796499	1590614796499	OK	 
REQUEST	2141		request_2	1590614796499	1590614796500	OK	 
REQUEST	2442		Home	1590614796499	1590614796501	OK	 
REQUEST	691		ShowShelters	1590614796499	1590614796501	OK	 
REQUEST	1541		Logged	1590614796509	1590614796509	OK	 
REQUEST	1541		Logged Redirect 1	1590614796509	1590614796510	OK	 
USER	rendimiento7v2	2443	START	1590614796519	1590614796519
REQUEST	2142		Login	1590614796519	1590614796519	OK	 
REQUEST	2142		request_2	1590614796519	1590614796520	OK	 
REQUEST	2443		Home	1590614796519	1590614796520	OK	 
REQUEST	692		ShowShelters	1590614796519	1590614796521	OK	 
REQUEST	1542		Logged	1590614796529	1590614796529	OK	 
REQUEST	1542		Logged Redirect 1	1590614796529	1590614796530	OK	 
USER	rendimiento7v2	2444	START	1590614796539	1590614796539
REQUEST	2143		Login	1590614796539	1590614796539	OK	 
REQUEST	2143		request_2	1590614796539	1590614796539	OK	 
REQUEST	2444		Home	1590614796539	1590614796540	OK	 
REQUEST	693		ShowShelters	1590614796539	1590614796541	OK	 
REQUEST	1543		Logged	1590614796549	1590614796549	OK	 
REQUEST	1543		Logged Redirect 1	1590614796549	1590614796550	OK	 
USER	rendimiento7v2	2445	START	1590614796559	1590614796559
REQUEST	2144		Login	1590614796559	1590614796560	OK	 
REQUEST	2144		request_2	1590614796560	1590614796560	OK	 
REQUEST	2445		Home	1590614796559	1590614796561	OK	 
REQUEST	694		ShowShelters	1590614796559	1590614796561	OK	 
REQUEST	1544		Logged	1590614796569	1590614796569	OK	 
REQUEST	1544		Logged Redirect 1	1590614796569	1590614796570	OK	 
USER	rendimiento7v2	2446	START	1590614796579	1590614796579
REQUEST	2145		Login	1590614796579	1590614796585	OK	 
REQUEST	2145		request_2	1590614796586	1590614796586	OK	 
REQUEST	2446		Home	1590614796585	1590614796587	OK	 
REQUEST	695		ShowShelters	1590614796579	1590614796588	OK	 
REQUEST	1545		Logged	1590614796589	1590614796589	OK	 
REQUEST	1545		Logged Redirect 1	1590614796589	1590614796590	OK	 
USER	rendimiento7v2	2447	START	1590614796599	1590614796599
REQUEST	2146		Login	1590614796599	1590614796599	OK	 
REQUEST	2146		request_2	1590614796599	1590614796600	OK	 
REQUEST	2447		Home	1590614796599	1590614796601	OK	 
REQUEST	696		ShowShelters	1590614796599	1590614796601	OK	 
REQUEST	1546		Logged	1590614796609	1590614796609	OK	 
REQUEST	1546		Logged Redirect 1	1590614796609	1590614796610	OK	 
USER	rendimiento7v2	2448	START	1590614796619	1590614796619
REQUEST	2147		Login	1590614796619	1590614796619	OK	 
REQUEST	2147		request_2	1590614796619	1590614796620	OK	 
REQUEST	2448		Home	1590614796619	1590614796621	OK	 
REQUEST	697		ShowShelters	1590614796619	1590614796621	OK	 
REQUEST	1547		Logged	1590614796629	1590614796629	OK	 
REQUEST	1547		Logged Redirect 1	1590614796630	1590614796631	OK	 
USER	rendimiento7v2	2449	START	1590614796639	1590614796639
REQUEST	2148		Login	1590614796639	1590614796639	OK	 
REQUEST	2148		request_2	1590614796639	1590614796640	OK	 
REQUEST	2449		Home	1590614796639	1590614796641	OK	 
REQUEST	698		ShowShelters	1590614796639	1590614796641	OK	 
REQUEST	1548		Logged	1590614796649	1590614796649	OK	 
REQUEST	1548		Logged Redirect 1	1590614796649	1590614796650	OK	 
USER	rendimiento7v2	2450	START	1590614796659	1590614796659
REQUEST	2149		Login	1590614796659	1590614796659	OK	 
REQUEST	2149		request_2	1590614796659	1590614796660	OK	 
REQUEST	2450		Home	1590614796659	1590614796661	OK	 
REQUEST	699		ShowShelters	1590614796659	1590614796662	OK	 
REQUEST	1549		Logged	1590614796669	1590614796669	OK	 
REQUEST	1549		Logged Redirect 1	1590614796669	1590614796670	OK	 
USER	rendimiento7v2	2451	START	1590614796679	1590614796679
REQUEST	2150		Login	1590614796679	1590614796679	OK	 
REQUEST	2150		request_2	1590614796679	1590614796680	OK	 
REQUEST	2451		Home	1590614796679	1590614796681	OK	 
REQUEST	700		ShowShelters	1590614796679	1590614796681	OK	 
REQUEST	1550		Logged	1590614796689	1590614796689	OK	 
REQUEST	1550		Logged Redirect 1	1590614796689	1590614796690	OK	 
USER	rendimiento7v2	2452	START	1590614796699	1590614796699
REQUEST	2151		Login	1590614796699	1590614796699	OK	 
REQUEST	2152		Login	1590614796699	1590614796699	OK	 
REQUEST	2151		request_2	1590614796699	1590614796700	OK	 
REQUEST	2152		request_2	1590614796699	1590614796700	OK	 
REQUEST	2452		Home	1590614796699	1590614796701	OK	 
REQUEST	701		ShowShelters	1590614796699	1590614796701	OK	 
REQUEST	1551		Logged	1590614796710	1590614796710	OK	 
REQUEST	1551		Logged Redirect 1	1590614796710	1590614796711	OK	 
USER	rendimiento7v2	2453	START	1590614796720	1590614796720
REQUEST	2453		Home	1590614796720	1590614796721	OK	 
REQUEST	702		ShowShelters	1590614796720	1590614796722	OK	 
REQUEST	2153		Login	1590614796730	1590614796730	OK	 
REQUEST	1552		Logged	1590614796730	1590614796730	OK	 
REQUEST	2153		request_2	1590614796730	1590614796731	OK	 
REQUEST	1552		Logged Redirect 1	1590614796730	1590614796731	OK	 
USER	rendimiento7v2	2454	START	1590614796740	1590614796740
REQUEST	2454		Home	1590614796740	1590614796742	OK	 
REQUEST	703		ShowShelters	1590614796740	1590614796742	OK	 
REQUEST	2154		Login	1590614796750	1590614796750	OK	 
REQUEST	1553		Logged	1590614796750	1590614796750	OK	 
REQUEST	2154		request_2	1590614796750	1590614796751	OK	 
REQUEST	1553		Logged Redirect 1	1590614796750	1590614796751	OK	 
USER	rendimiento7v2	2455	START	1590614796760	1590614796760
REQUEST	2455		Home	1590614796760	1590614796761	OK	 
REQUEST	2155		Login	1590614796771	1590614796771	OK	 
REQUEST	1554		Logged	1590614796771	1590614796771	OK	 
REQUEST	2155		request_2	1590614796771	1590614796772	OK	 
REQUEST	1554		Logged Redirect 1	1590614796771	1590614796773	OK	 
REQUEST	704		ShowShelters	1590614796771	1590614796773	OK	 
USER	rendimiento7v2	2456	START	1590614796781	1590614796781
REQUEST	2456		Home	1590614796781	1590614796783	OK	 
REQUEST	705		ShowShelters	1590614796781	1590614796783	OK	 
REQUEST	2156		Login	1590614796791	1590614796791	OK	 
REQUEST	1555		Logged	1590614796791	1590614796791	OK	 
REQUEST	2156		request_2	1590614796791	1590614796792	OK	 
REQUEST	1555		Logged Redirect 1	1590614796791	1590614796792	OK	 
USER	rendimiento7v2	2457	START	1590614796801	1590614796801
REQUEST	2457		Home	1590614796801	1590614796802	OK	 
REQUEST	706		ShowShelters	1590614796801	1590614796803	OK	 
REQUEST	1556		Logged	1590614796811	1590614796811	OK	 
REQUEST	1556		Logged Redirect 1	1590614796811	1590614796812	OK	 
USER	rendimiento7v2	2458	START	1590614796821	1590614796821
REQUEST	2157		Login	1590614796821	1590614796821	OK	 
REQUEST	2157		request_2	1590614796821	1590614796822	OK	 
REQUEST	2458		Home	1590614796821	1590614796823	OK	 
REQUEST	707		ShowShelters	1590614796821	1590614796823	OK	 
REQUEST	2158		Login	1590614796831	1590614796831	OK	 
REQUEST	1557		Logged	1590614796831	1590614796832	OK	 
REQUEST	2158		request_2	1590614796831	1590614796832	OK	 
REQUEST	1557		Logged Redirect 1	1590614796832	1590614796833	OK	 
USER	rendimiento7v2	2459	START	1590614796841	1590614796841
REQUEST	2459		Home	1590614796841	1590614796843	OK	 
REQUEST	708		ShowShelters	1590614796841	1590614796843	OK	 
REQUEST	2159		Login	1590614796851	1590614796851	OK	 
REQUEST	1558		Logged	1590614796851	1590614796851	OK	 
REQUEST	2159		request_2	1590614796851	1590614796852	OK	 
REQUEST	1558		Logged Redirect 1	1590614796851	1590614796852	OK	 
USER	rendimiento7v2	2460	START	1590614796861	1590614796861
REQUEST	2460		Home	1590614796861	1590614796862	OK	 
REQUEST	709		ShowShelters	1590614796861	1590614796863	OK	 
REQUEST	2160		Login	1590614796871	1590614796871	OK	 
REQUEST	1559		Logged	1590614796871	1590614796871	OK	 
REQUEST	2160		request_2	1590614796871	1590614796872	OK	 
REQUEST	1559		Logged Redirect 1	1590614796871	1590614796872	OK	 
USER	rendimiento7v2	2461	START	1590614796881	1590614796881
REQUEST	2461		Home	1590614796881	1590614796883	OK	 
REQUEST	710		ShowShelters	1590614796881	1590614796883	OK	 
REQUEST	2161		Login	1590614796891	1590614796891	OK	 
REQUEST	1560		Logged	1590614796891	1590614796891	OK	 
REQUEST	2161		request_2	1590614796891	1590614796892	OK	 
REQUEST	1560		Logged Redirect 1	1590614796891	1590614796892	OK	 
USER	rendimiento7v2	2462	START	1590614796901	1590614796901
REQUEST	2462		Home	1590614796901	1590614796902	OK	 
REQUEST	711		ShowShelters	1590614796901	1590614796903	OK	 
REQUEST	2162		Login	1590614796911	1590614796911	OK	 
REQUEST	1561		Logged	1590614796911	1590614796911	OK	 
REQUEST	2162		request_2	1590614796911	1590614796912	OK	 
REQUEST	1561		Logged Redirect 1	1590614796911	1590614796913	OK	 
USER	rendimiento7v2	2463	START	1590614796921	1590614796921
REQUEST	2463		Home	1590614796921	1590614796923	OK	 
REQUEST	712		ShowShelters	1590614796921	1590614796923	OK	 
REQUEST	2163		Login	1590614796931	1590614796931	OK	 
REQUEST	1562		Logged	1590614796931	1590614796931	OK	 
REQUEST	2163		request_2	1590614796931	1590614796932	OK	 
REQUEST	1562		Logged Redirect 1	1590614796931	1590614796932	OK	 
USER	rendimiento7v2	2464	START	1590614796941	1590614796941
REQUEST	2464		Home	1590614796941	1590614796943	OK	 
REQUEST	713		ShowShelters	1590614796941	1590614796943	OK	 
REQUEST	2164		Login	1590614796951	1590614796951	OK	 
REQUEST	1563		Logged	1590614796951	1590614796951	OK	 
REQUEST	2164		request_2	1590614796951	1590614796952	OK	 
REQUEST	1563		Logged Redirect 1	1590614796951	1590614796952	OK	 
USER	rendimiento7v2	2465	START	1590614796961	1590614796961
REQUEST	2465		Home	1590614796961	1590614796963	OK	 
REQUEST	714		ShowShelters	1590614796961	1590614796963	OK	 
REQUEST	2165		Login	1590614796972	1590614796972	OK	 
REQUEST	1564		Logged	1590614796972	1590614796972	OK	 
REQUEST	2165		request_2	1590614796972	1590614796972	OK	 
REQUEST	1564		Logged Redirect 1	1590614796972	1590614796974	OK	 
USER	rendimiento7v2	2466	START	1590614796976	1590614796976
REQUEST	2466		Home	1590614796977	1590614796979	OK	 
REQUEST	715		ShowShelters	1590614796976	1590614796979	OK	 
REQUEST	2166		Login	1590614796986	1590614796987	OK	 
REQUEST	1565		Logged	1590614796986	1590614796987	OK	 
REQUEST	2166		request_2	1590614796987	1590614796987	OK	 
REQUEST	1565		Logged Redirect 1	1590614796987	1590614796988	OK	 
USER	rendimiento7v2	2467	START	1590614796996	1590614796996
REQUEST	2467		Home	1590614796997	1590614796999	OK	 
REQUEST	716		ShowShelters	1590614796996	1590614796999	OK	 
REQUEST	1566		Logged	1590614797006	1590614797007	OK	 
REQUEST	1566		Logged Redirect 1	1590614797007	1590614797008	OK	 
USER	rendimiento7v2	2468	START	1590614797016	1590614797016
REQUEST	2167		Login	1590614797016	1590614797017	OK	 
REQUEST	2167		request_2	1590614797018	1590614797018	OK	 
REQUEST	2468		Home	1590614797017	1590614797018	OK	 
REQUEST	717		ShowShelters	1590614797016	1590614797019	OK	 
REQUEST	1567		Logged	1590614797026	1590614797027	OK	 
REQUEST	1567		Logged Redirect 1	1590614797027	1590614797028	OK	 
USER	rendimiento7v2	2469	START	1590614797036	1590614797036
REQUEST	2168		Login	1590614797036	1590614797037	OK	 
REQUEST	2168		request_2	1590614797037	1590614797038	OK	 
REQUEST	2469		Home	1590614797037	1590614797039	OK	 
REQUEST	718		ShowShelters	1590614797036	1590614797039	OK	 
REQUEST	1568		Logged	1590614797046	1590614797047	OK	 
REQUEST	1568		Logged Redirect 1	1590614797047	1590614797048	OK	 
USER	rendimiento7v2	2470	START	1590614797056	1590614797056
REQUEST	2169		Login	1590614797056	1590614797057	OK	 
REQUEST	2169		request_2	1590614797057	1590614797057	OK	 
REQUEST	2470		Home	1590614797057	1590614797058	OK	 
REQUEST	719		ShowShelters	1590614797056	1590614797059	OK	 
REQUEST	1569		Logged	1590614797066	1590614797067	OK	 
REQUEST	1569		Logged Redirect 1	1590614797067	1590614797068	OK	 
USER	rendimiento7v2	2471	START	1590614797076	1590614797076
REQUEST	2170		Login	1590614797076	1590614797077	OK	 
REQUEST	2170		request_2	1590614797077	1590614797078	OK	 
REQUEST	2471		Home	1590614797077	1590614797079	OK	 
REQUEST	720		ShowShelters	1590614797076	1590614797079	OK	 
REQUEST	1570		Logged	1590614797086	1590614797087	OK	 
REQUEST	1570		Logged Redirect 1	1590614797087	1590614797088	OK	 
USER	rendimiento7v2	2472	START	1590614797096	1590614797096
REQUEST	2171		Login	1590614797096	1590614797097	OK	 
REQUEST	2171		request_2	1590614797097	1590614797098	OK	 
REQUEST	2472		Home	1590614797097	1590614797099	OK	 
REQUEST	721		ShowShelters	1590614797096	1590614797099	OK	 
REQUEST	1571		Logged	1590614797106	1590614797107	OK	 
REQUEST	1571		Logged Redirect 1	1590614797107	1590614797108	OK	 
USER	rendimiento7v2	2473	START	1590614797116	1590614797116
REQUEST	2172		Login	1590614797116	1590614797117	OK	 
REQUEST	2172		request_2	1590614797117	1590614797118	OK	 
REQUEST	2473		Home	1590614797117	1590614797118	OK	 
REQUEST	722		ShowShelters	1590614797116	1590614797119	OK	 
REQUEST	1572		Logged	1590614797126	1590614797127	OK	 
REQUEST	1572		Logged Redirect 1	1590614797127	1590614797128	OK	 
USER	rendimiento7v2	2474	START	1590614797136	1590614797136
REQUEST	2173		Login	1590614797136	1590614797137	OK	 
REQUEST	1573		Logged	1590614797136	1590614797137	OK	 
REQUEST	2173		request_2	1590614797137	1590614797138	OK	 
REQUEST	1573		Logged Redirect 1	1590614797137	1590614797138	OK	 
REQUEST	2474		Home	1590614797137	1590614797138	OK	 
REQUEST	723		ShowShelters	1590614797136	1590614797139	OK	 
USER	rendimiento7v2	2475	START	1590614797156	1590614797156
REQUEST	2174		Login	1590614797156	1590614797157	OK	 
REQUEST	2174		request_2	1590614797157	1590614797158	OK	 
REQUEST	1574		Logged	1590614797156	1590614797158	OK	 
REQUEST	2475		Home	1590614797157	1590614797158	OK	 
REQUEST	724		ShowShelters	1590614797156	1590614797159	OK	 
REQUEST	1574		Logged Redirect 1	1590614797158	1590614797159	OK	 
USER	rendimiento7v2	2476	START	1590614797176	1590614797176
REQUEST	2175		Login	1590614797176	1590614797177	OK	 
REQUEST	1575		Logged	1590614797176	1590614797178	OK	 
REQUEST	2175		request_2	1590614797177	1590614797178	OK	 
REQUEST	1575		Logged Redirect 1	1590614797178	1590614797179	OK	 
REQUEST	2476		Home	1590614797177	1590614797179	OK	 
REQUEST	725		ShowShelters	1590614797176	1590614797179	OK	 
USER	rendimiento7v2	2477	START	1590614797196	1590614797196
REQUEST	2176		Login	1590614797196	1590614797197	OK	 
REQUEST	1576		Logged	1590614797196	1590614797198	OK	 
REQUEST	2176		request_2	1590614797197	1590614797198	OK	 
REQUEST	1576		Logged Redirect 1	1590614797198	1590614797199	OK	 
REQUEST	2477		Home	1590614797197	1590614797199	OK	 
REQUEST	726		ShowShelters	1590614797196	1590614797199	OK	 
USER	rendimiento7v2	2478	START	1590614797216	1590614797216
REQUEST	2177		Login	1590614797216	1590614797217	OK	 
REQUEST	2177		request_2	1590614797217	1590614797218	OK	 
REQUEST	1577		Logged	1590614797216	1590614797218	OK	 
REQUEST	2478		Home	1590614797217	1590614797218	OK	 
REQUEST	1577		Logged Redirect 1	1590614797218	1590614797219	OK	 
REQUEST	727		ShowShelters	1590614797226	1590614797229	OK	 
USER	rendimiento7v2	2479	START	1590614797236	1590614797236
REQUEST	1578		Logged	1590614797236	1590614797237	OK	 
REQUEST	2178		Login	1590614797236	1590614797237	OK	 
REQUEST	1578		Logged Redirect 1	1590614797237	1590614797238	OK	 
REQUEST	2178		request_2	1590614797237	1590614797238	OK	 
REQUEST	2479		Home	1590614797237	1590614797238	OK	 
REQUEST	728		ShowShelters	1590614797246	1590614797249	OK	 
USER	rendimiento7v2	2480	START	1590614797256	1590614797256
REQUEST	2179		Login	1590614797256	1590614797257	OK	 
REQUEST	1579		Logged	1590614797256	1590614797257	OK	 
REQUEST	2179		request_2	1590614797257	1590614797258	OK	 
REQUEST	2480		Home	1590614797257	1590614797259	OK	 
REQUEST	1579		Logged Redirect 1	1590614797258	1590614797259	OK	 
REQUEST	729		ShowShelters	1590614797266	1590614797268	OK	 
USER	rendimiento7v2	2481	START	1590614797276	1590614797276
REQUEST	2180		Login	1590614797276	1590614797277	OK	 
REQUEST	1580		Logged	1590614797276	1590614797277	OK	 
REQUEST	2180		request_2	1590614797277	1590614797278	OK	 
REQUEST	2481		Home	1590614797277	1590614797279	OK	 
REQUEST	1580		Logged Redirect 1	1590614797277	1590614797279	OK	 
REQUEST	730		ShowShelters	1590614797286	1590614797288	OK	 
USER	rendimiento7v2	2482	START	1590614797296	1590614797296
REQUEST	2181		Login	1590614797296	1590614797297	OK	 
REQUEST	1581		Logged	1590614797296	1590614797297	OK	 
REQUEST	2181		request_2	1590614797297	1590614797297	OK	 
REQUEST	1581		Logged Redirect 1	1590614797297	1590614797298	OK	 
REQUEST	2482		Home	1590614797297	1590614797298	OK	 
REQUEST	731		ShowShelters	1590614797306	1590614797309	OK	 
USER	rendimiento7v2	2483	START	1590614797316	1590614797316
REQUEST	2182		Login	1590614797316	1590614797317	OK	 
